ph,hardness,turbidity,arsenic,chloramine,bacteria,lead,nitrates,mercury,is_safe
10.202971547604776,211.96340447145408,3.2709037528479668,0.06,5.9,0.0,0.02,19.76,0.007,0.0
4.562156482672166,189.2614176062637,4.822883763716862,0.79,2.14,0.0,0.11,1.22,0.008,0.0
7.036752103833548,205.95225013932736,3.893925990895262,0.8,1.94,0.0,0.017,14.73,0.001,0.0
5.202672012815987,195.32968870541464,3.9279805758489776,0.29,6.51,0.0,0.155,15.23,0.009,0.0
9.14973392673672,230.5618992529338,5.436819303585555,0.49,5.25,0.0,0.156,19.6,0.006,0.0
7.615556979306126,204.8699744563404,4.2431337337783965,0.23,8.13,0.0,0.143,6.44,0.008,0.0
7.813067624946343,183.6974795949852,4.713719499272781,0.92,3.38,0.0,0.093,4.82,0.001,0.0
7.721032687967833,203.3547883821459,4.168487101902514,0.75,7.74,0.0,0.102,2.77,0.0,0.0
9.056244707341865,197.66630098297253,3.319353736685142,0.24,1.49,0.0,0.167,9.41,0.008,0.0
8.082657125491437,213.75517693146628,5.2471301485472495,0.36,3.19,0.0,0.178,16.62,0.002,0.0
5.848667070247964,210.4412054057976,4.874534245985106,0.72,7.38,0.0,0.05,16.68,0.005,0.0
8.470545998692103,199.48971647950424,2.9358019953242778,0.89,8.04,0.0,0.109,9.81,0.008,0.0
9.228581629853338,180.9446965386138,3.839185400473665,0.59,3.31,0.0,0.02,4.34,0.008,0.0
8.170588044761532,208.27918131736044,3.99585704919668,0.42,7.49,0.0,0.173,7.78,0.006,0.0
6.381977105096429,211.91727649843523,4.991895990063802,0.33,6.13,0.0,0.093,4.64,0.009,0.0
6.989813770294979,221.0002352703405,4.808582691098531,0.85,5.47,0.0,0.117,12.01,0.004,0.0
10.378108203556572,200.0041212242939,3.577447459649983,0.82,5.07,0.0,0.172,1.39,0.01,0.0
7.036752103833548,182.1005728009528,3.5681965996986538,0.95,3.4,0.0,0.163,19.1,0.006,0.0
3.5908223640059966,213.70229899617283,4.144780872709738,0.46,1.0,0.0,0.128,15.3,0.002,0.0
7.388518502791958,201.0577144409084,4.409053528240368,0.15,7.73,0.0,0.1,14.8,0.005,0.0
6.966835167879632,158.04306530443398,2.9574410713545625,0.71,4.97,0.0,0.102,5.41,0.006,0.0
6.703486853784561,182.1295143139358,4.223883710835095,0.75,7.46,0.0,0.2,14.55,0.003,0.0
7.1396712562776194,183.42797475723196,3.151388595083395,1.02,6.27,0.0,0.128,8.28,0.008,0.0
6.648793010019957,213.9599878501702,5.138047828184837,0.73,8.39,0.0,0.028,10.92,0.008,0.0
7.036752103833548,182.0595342239396,4.170075590262242,0.98,3.92,0.0,0.012,8.58,0.004,0.0
7.940713224453516,197.0499653137216,2.9901508910892183,0.24,4.52,0.0,0.023,16.83,0.006,0.0
8.228563824612493,182.19690543881316,2.7819441082828664,0.53,1.31,0.0,0.079,15.44,0.004,0.0
8.66569208287077,162.35968676676185,3.494032184477464,0.27,0.9,0.0,0.163,11.18,0.008,0.0
5.064042459574996,214.5293282929113,5.122702568734235,0.76,4.13,0.0,0.148,6.32,0.008,0.0
7.8943227825227344,176.319303983598,2.865031442985628,0.63,3.9,0.0,0.164,15.14,0.008,0.0
7.042793877475889,194.0467188465217,3.965647066605856,1.0,7.43,0.0,0.179,8.24,0.001,0.0
8.305063984234739,177.17439355102374,4.461210732047676,0.71,0.51,0.0,0.141,19.11,0.01,0.0
8.26830759203937,168.687890271917,4.405408198445283,0.66,2.22,0.0,0.137,7.84,0.0,0.0
7.036752103833548,199.57052513598092,4.133069338573804,0.32,6.28,0.0,0.049,1.9,0.001,0.0
7.397562417753871,217.9367988994451,2.4593368407245317,0.55,4.77,0.0,0.011,7.09,0.001,0.0
6.367298530432279,183.7894910275452,2.6147660596382085,0.45,4.99,0.0,0.193,11.09,0.006,0.0
8.410625565120462,185.1837391644874,4.3522957788197605,0.99,5.41,0.0,0.004,7.47,0.002,0.0
7.098245544161473,207.53538090335985,4.909571475286931,0.28,7.98,0.0,0.103,16.06,0.005,0.0
7.322502050459663,196.104297672134,2.981649192437012,0.84,6.53,0.0,0.186,3.25,0.0,0.0
5.198224971294214,173.11982132608853,3.807318102819921,0.44,5.76,0.0,0.19,0.18,0.007,0.0
7.036752103833548,213.4747063599002,3.2365700434139937,0.34,5.75,0.0,0.147,0.94,0.006,0.0
7.036752103833548,215.750220701636,4.754313123779171,0.47,2.63,0.0,0.19,7.22,0.009,0.0
6.280905112787962,178.70720011619738,3.0212889092957425,0.32,3.08,0.0,0.153,11.38,0.008,0.0
6.823930137037019,146.1305993708648,4.016144075544785,0.05,2.1,0.0,0.141,6.39,0.007,0.0
6.629993518356908,209.15702188740988,3.1552136525031926,0.23,5.52,0.0,0.111,16.01,0.001,0.0
10.301571270693753,199.6093635972818,3.857851974842695,0.24,7.41,0.0,0.089,11.99,0.001,0.0
6.12319393539216,181.31241822476616,5.457830951249985,0.6,4.98,0.0,0.099,10.52,0.001,0.0
7.036752103833548,196.1393118271605,4.149483264789617,0.2,2.94,0.0,0.074,19.32,0.007,0.0
6.848033469174725,165.81532563767107,4.257037542698211,0.69,0.81,0.0,0.142,2.08,0.002,0.0
7.036752103833548,227.0826935890821,3.14478972588668,0.86,5.3,0.0,0.156,15.86,0.003,0.0
6.411525835916651,197.6848791283288,2.2006782017544677,0.7,0.6,0.0,0.083,16.2,0.005,0.0
5.122648454950097,195.0188877884117,3.5045245337918667,0.95,4.21,0.0,0.057,17.54,0.005,0.0
3.434855759978651,185.34296149450563,5.3895102460791104,0.21,5.2,0.0,0.028,14.55,0.009,0.0
10.848130421433211,236.72504872652965,3.133838701697068,0.39,0.45,0.0,0.042,16.1,0.006,1.0
8.725393412154087,213.6103718183284,4.5655421540494405,0.79,4.63,0.0,0.117,3.69,0.004,0.0
10.351742528378832,241.67179977276749,5.227609397200687,0.32,4.93,0.0,0.126,5.13,0.008,0.0
8.174028130575552,192.3904297923974,3.986780704094196,0.63,1.34,0.0,0.064,15.67,0.004,0.0
8.034011916654261,197.6093924021595,2.452120806473057,0.29,6.14,0.0,0.115,1.87,0.002,0.0
8.205541814653984,188.27718776299477,3.63403066847096,0.84,1.83,0.0,0.089,9.86,0.004,0.0
7.893818459458376,203.29662106004972,3.5085037127292917,0.82,7.44,0.0,0.117,19.5,0.001,0.0
7.036752103833548,218.4055447194577,3.266562403022029,0.67,6.57,0.0,0.168,18.25,0.009,0.0
5.488135468839023,192.5079836142217,3.6529914223306736,0.35,0.97,0.0,0.159,3.29,0.001,0.0
8.163074030614228,162.23184570645637,4.128193137247917,1.02,4.3,0.0,0.039,1.11,0.005,0.0
6.867000691245711,184.2484959866596,3.4841205736312477,0.46,7.08,0.0,0.17,5.62,0.001,0.0
5.8217069136202575,220.1254225517984,3.908198846408604,0.66,1.62,0.0,0.034,18.08,0.004,0.0
7.4518887792117585,203.2002856113061,3.930080761019317,0.19,4.03,0.0,0.005,11.54,0.005,0.0
6.898315040728939,228.80280364020277,3.822307139365953,0.99,7.97,0.0,0.104,17.15,0.009,0.0
7.54434011403763,180.1197279392432,4.435514109196108,0.25,2.91,0.0,0.199,13.61,0.01,0.0
4.103867855230838,168.28365132507074,3.8088506940726377,0.09,3.7,0.0,0.112,11.26,0.008,0.0
5.329938815249272,196.0346230520393,5.799322350328874,0.05,3.05,0.0,0.072,3.88,0.008,0.0
6.962993545041664,206.81788714499308,4.760381754960567,0.05,7.95,0.0,0.088,17.63,0.004,0.0
6.84605994179889,177.82912709058905,4.709374128291764,0.86,6.53,0.0,0.112,10.82,0.001,0.0
6.2798421834965135,175.89063968887987,3.278584410433228,0.69,2.28,0.0,0.116,3.45,0.009,0.0
6.739849727999298,197.374481802656,4.379630439452511,0.54,3.17,0.0,0.056,7.86,0.006,1.0
5.495035446034119,184.4348362484048,4.115428052361774,0.1,8.13,0.0,0.13,12.32,0.001,1.0
7.583770299043087,217.28326240967087,3.642289213931961,0.04,3.67,0.0,0.16,15.66,0.004,0.0
5.866702734137305,159.43317519861063,5.302972731364216,0.49,1.54,0.0,0.118,17.54,0.006,0.0
6.394980461331702,220.4223891479773,4.732002727289712,0.6,4.9,0.0,0.142,17.48,0.006,0.0
5.821261629656031,204.04888998474,4.371078785200288,0.18,3.4,0.0,0.123,2.15,0.003,0.0
5.5140621851991725,212.5550662759955,4.46036293825241,0.58,5.57,0.0,0.133,18.91,0.008,0.0
6.730883601577178,192.43607640573344,4.359137363714963,0.39,6.62,0.0,0.158,17.24,0.005,0.0
5.198067642905195,200.46444487775312,3.295033859358623,0.74,2.76,0.0,0.165,4.86,0.0,0.0
7.036752103833548,191.01230860303576,4.654177334718871,0.53,0.15,0.0,0.044,13.01,0.004,0.0
7.362331186706085,215.63725524898143,3.933564969736756,0.45,4.61,0.0,0.099,12.77,0.004,0.0
7.066141840325305,207.36142944113465,4.127599072932994,0.02,4.57,0.0,0.022,3.85,0.009,0.0
5.420347746957928,232.3868273774048,3.75672017038554,0.41,2.17,0.0,0.108,4.81,0.002,0.0
7.015332582746869,222.11300420245996,5.2512231043193385,0.94,5.65,0.0,0.044,6.49,0.0,0.0
7.036752103833548,246.2397631693293,4.1386965672928335,0.84,1.76,0.0,0.169,10.02,0.006,0.0
6.044671753329083,150.67102108930504,4.914883755535081,0.3,6.47,0.0,0.122,18.65,0.002,0.0
6.1986503364476775,246.47696246194465,3.5741720224410343,0.47,3.06,0.0,0.188,12.06,0.006,0.0
7.678945067219358,178.20054154343248,3.08954964758435,0.04,3.97,0.0,0.105,3.23,0.006,0.0
8.06206612314847,125.70532900057428,3.0400314978062712,0.35,4.9,0.0,0.036,4.8,0.008,0.0
7.255798597493364,200.1637946160672,3.968177082539273,0.89,8.19,0.0,0.063,11.18,0.001,0.0
7.036752103833548,239.4399530627979,3.4301673233947305,0.46,2.03,0.0,0.063,17.65,0.003,0.0
6.792407468552389,306.6274814200808,2.5056504406363977,0.65,1.82,0.0,0.005,2.01,0.001,0.0
7.368165576531881,204.0414512166342,3.6842633826061095,0.39,7.14,0.0,0.115,9.51,0.004,0.0
8.837786915479438,195.8272127022547,2.0870802171798366,0.76,1.05,0.0,0.098,11.08,0.003,0.0
7.108140711077948,148.6246064696004,4.015246444321198,0.47,7.33,0.0,0.165,11.63,0.006,0.0
5.289618437232331,194.0563928951711,4.5481003496821,0.97,6.34,0.0,0.092,6.0,0.01,0.0
7.169251038319984,162.47822634657382,4.533174154664913,0.39,6.06,0.0,0.066,0.75,0.003,0.0
7.695049437156064,153.8097826928735,3.198879005391032,0.56,5.22,0.0,0.093,7.89,0.004,0.0
8.693149900569036,219.17829659993495,4.687846798329183,0.77,6.79,0.0,0.152,7.2,0.005,0.0
7.036752103833548,184.7860379024852,3.0770348929711995,0.92,1.62,0.0,0.022,15.1,0.007,0.0
6.9997645107739865,219.14337264435625,3.360130677748902,0.33,2.25,0.0,0.183,11.75,0.001,0.0
6.89792271658945,173.39092815255935,4.490105279441128,0.19,5.37,0.0,0.041,16.59,0.01,0.0
6.38231460426029,212.8385142858631,2.881370055449986,0.06,6.07,0.0,0.195,8.77,0.007,0.0
9.91709205694149,196.6037461418109,3.3933253802234224,0.79,1.95,0.0,0.033,9.99,0.005,0.0
5.609025353745414,271.6308237919948,3.354890147961576,0.47,5.79,0.0,0.006,16.73,0.009,1.0
6.277463093365682,225.94193462003972,3.12316615927887,0.18,4.12,0.0,0.144,2.17,0.002,0.0
7.036752103833548,190.26736742465988,3.796737486057354,0.33,4.24,0.0,0.097,0.57,0.006,0.0
7.714312671631406,191.69263971651105,4.425133970460173,0.54,7.83,0.0,0.065,1.26,0.01,0.0
6.351286549370794,162.2133452444081,3.707053967662745,0.02,4.42,0.0,0.098,4.73,0.003,0.0
7.958871446046477,184.8285570508668,4.007902612509118,0.92,4.17,0.0,0.005,7.76,0.002,0.0
6.618186566692918,164.2545648416487,3.79706786115003,0.12,4.46,0.0,0.17,7.98,0.001,0.0
6.000723335995511,161.00230529791418,4.176218742792006,0.28,1.04,0.0,0.087,7.72,0.01,0.0
6.392927840114371,159.16892594184372,3.2713388593703145,0.51,0.97,0.0,0.072,7.87,0.0,0.0
6.977267851638903,223.2788912795077,2.3670413093414906,0.85,5.73,0.0,0.126,1.75,0.007,0.0
6.353436843717337,218.5493627277141,3.861109202341755,0.75,2.84,0.0,0.044,14.6,0.005,0.0
6.019939994871649,140.8678983115188,2.747027112289297,0.38,7.48,0.0,0.122,16.36,0.009,0.0
7.330196876767331,159.80372018647915,2.8847150979192406,0.18,4.27,0.0,0.016,2.55,0.002,0.0
9.241338766959908,157.92749243628893,3.842577603866392,0.89,2.96,0.0,0.097,10.85,0.001,0.0
6.593174456619291,176.61282880446723,3.931653171254095,1.0,7.17,0.0,0.104,5.51,0.006,0.0
6.948265449383849,225.23175998572987,4.09561181325633,0.6,3.8,0.0,0.168,18.24,0.008,0.0
7.036752103833548,210.7328535918545,3.3648908816171703,0.68,2.49,0.0,0.069,7.52,0.002,0.0
7.036752103833548,214.7257041566607,3.5892516337236007,0.29,4.77,0.0,0.098,1.33,0.009,0.0
5.938321178779362,214.4695747933211,3.889500039861415,0.41,3.49,0.0,0.124,4.21,0.007,0.0
8.24955050895133,230.9328321212901,4.284831119370148,0.17,4.49,0.0,0.103,14.01,0.001,0.0
6.903816977786621,258.5268417014941,3.867843302640828,0.86,3.74,0.0,0.132,4.75,0.004,0.0
7.605674820650833,210.3714356124308,5.554074526332097,0.19,6.48,0.0,0.047,4.23,0.008,0.0
6.5892905009635125,108.69907681469638,3.181112063345661,0.67,5.59,0.0,0.002,18.58,0.003,0.0
7.511816641411975,174.6141336025853,2.285519928882218,0.05,8.2,0.0,0.093,7.99,0.009,0.0
7.301444654287731,143.43135025761055,3.1600748401136087,0.75,7.39,0.0,0.14,3.58,0.005,0.0
6.788291583178551,182.03689538627296,4.255948316623421,0.07,7.0,0.0,0.091,0.94,0.008,0.0
7.036752103833548,184.0409883057969,3.714469252576865,0.87,4.75,0.0,0.152,13.56,0.005,0.0
7.036752103833548,194.76121497258987,3.356977981613418,0.66,1.81,0.0,0.106,9.9,0.008,0.0
6.692531669059861,200.40435093805635,2.9421153671384173,0.98,4.82,0.0,0.133,8.1,0.0,0.0
6.028101118266446,262.80847774427167,4.080786271348128,0.01,6.95,0.0,0.01,19.13,0.002,0.0
6.715940563939271,218.0623835473045,2.4047292060079903,0.12,0.43,0.0,0.159,8.03,0.004,0.0
7.490786675734917,202.45806075548336,4.354535490634887,0.24,4.09,0.0,0.176,7.03,0.009,0.0
7.036752103833548,287.370208188522,4.32232533697766,0.49,2.03,0.0,0.167,16.03,0.01,1.0
6.336588682161135,106.3801125414636,4.356593856228123,0.99,2.56,0.0,0.086,2.37,0.002,0.0
7.381757557406792,203.46030160970756,3.3380217586877454,0.97,4.68,0.0,0.132,8.66,0.0,0.0
7.256015038533906,196.6498225540422,4.534960272538596,0.74,7.73,0.0,0.122,8.23,0.009,0.0
7.0258217707497685,147.96806029838478,4.746091948559119,0.91,7.68,0.0,0.166,16.25,0.003,0.0
7.606880475374772,183.84009969220804,4.564460391989159,0.76,1.3,0.0,0.04,18.66,0.01,1.0
6.983860438979463,202.2562815455875,4.159566509149576,0.14,6.43,0.0,0.174,7.11,0.005,0.0
6.347020017898686,97.28090859780744,4.526350938820338,0.19,8.01,0.0,0.045,5.32,0.007,0.0
7.322828416616528,230.34290080685287,3.981968831838976,0.02,0.29,0.0,0.11,9.77,0.007,0.0
6.777506359435946,207.0507482906684,4.263180267696578,0.52,4.36,0.0,0.175,18.21,0.002,0.0
8.370364964619357,155.5535654114512,2.746649833830865,0.31,7.92,0.0,0.188,15.4,0.005,0.0
6.642755695262761,168.89642168837517,4.299209281102346,0.46,7.31,0.0,0.1,10.02,0.007,0.0
6.21758491448443,203.7072216185075,4.15016690975386,0.56,1.09,0.0,0.142,1.11,0.009,0.0
6.630122155828689,192.52170324831772,3.352764605845478,0.86,2.44,0.0,0.081,9.73,0.004,0.0
8.051022203026939,171.7517540369102,3.767443125675908,1.0,5.72,0.0,0.126,0.46,0.005,0.0
8.41608681704654,208.32602177209543,4.9300838102540485,0.27,3.76,0.0,0.025,6.33,0.008,0.0
7.036752103833548,166.91399143546516,3.743703735181629,0.11,4.87,0.0,0.064,5.81,0.009,0.0
7.933067691513921,204.72428140123807,4.5342330430238365,0.95,0.4,0.0,0.183,5.02,0.007,0.0
7.9176085954610205,181.5253897893362,3.784085381264125,0.56,0.74,0.0,0.194,16.25,0.004,0.0
8.942045991487,215.6737860705196,4.354287641189531,0.72,2.32,0.0,0.048,11.61,0.004,1.0
7.033945358536714,246.6228710490064,3.931730862730215,0.05,1.05,0.0,0.059,13.93,0.005,0.0
7.036752103833548,158.20764744104997,4.108856703319134,0.29,5.76,0.0,0.065,6.2,0.005,0.0
7.58004880807379,225.08855450869413,3.959636523743514,0.1,2.14,0.0,0.067,4.8,0.0,0.0
8.473249064166925,129.2400806215756,4.810185430241004,0.21,4.64,0.0,0.022,17.48,0.003,0.0
6.816416925295727,237.26950481139744,4.2747382136106005,0.35,3.75,0.0,0.194,11.61,0.01,0.0
6.460033522100627,215.440641301999,3.535597778692289,0.92,0.38,0.0,0.081,11.68,0.007,0.0
6.227826794815905,169.92622161321634,4.007347485187138,0.18,4.16,0.0,0.087,14.22,0.007,0.0
7.036752103833548,190.5675212494877,4.400203468805106,0.95,0.92,0.0,0.054,15.38,0.004,0.0
7.036752103833548,195.54096692399784,3.612918763485361,0.6,5.54,0.0,0.151,17.81,0.006,0.0
5.632731646664602,283.9972840772543,5.114607051016194,0.05,1.28,0.0,0.114,10.44,0.007,0.0
6.19124144257447,231.3227966792554,3.3150705928492927,0.26,4.12,0.0,0.151,1.88,0.0,0.0
7.701032797005616,121.575139230317,3.395482609242578,0.2,3.48,0.0,0.079,0.86,0.005,0.0
7.036752103833548,187.04328340357503,3.498716818980463,0.19,0.41,0.0,0.154,17.34,0.004,0.0
8.83264111562239,199.4250376532799,3.4521497364245355,0.76,2.63,0.0,0.121,17.7,0.009,0.0
5.646083311861947,219.34293247231997,3.9385056274364985,0.66,6.19,0.0,0.178,12.43,0.008,0.0
7.33210396318143,185.41507665781995,3.90109686620938,0.66,6.11,0.0,0.192,14.28,0.007,0.0
7.896743922258235,197.60207770854225,4.889458166019273,0.84,2.12,0.0,0.192,18.36,0.009,0.0
5.675294715190149,228.59039232873857,5.021464632411663,0.05,0.44,0.0,0.195,14.49,0.001,0.0
6.010617576533585,184.55858174244537,4.867287404331263,0.44,4.46,0.0,0.181,9.8,0.006,0.0
7.986018499069503,180.79555812792435,3.1530047275571595,0.85,4.82,0.0,0.185,14.38,0.003,0.0
7.036752103833548,263.8576754130175,4.30405163167599,0.68,5.84,0.0,0.176,17.1,0.006,0.0
7.159613911959985,167.82331532132426,4.943842600666056,0.58,5.31,0.0,0.163,5.69,0.002,0.0
7.565198073160248,213.4282694402866,5.185000023597019,0.7,0.9,0.0,0.013,1.91,0.008,0.0
6.865568515027833,231.44505427709703,4.916218246161076,0.94,1.72,0.0,0.011,4.66,0.01,0.0
5.736675708942604,180.29090762022375,2.7417913083454284,0.08,4.83,0.0,0.163,6.09,0.003,0.0
6.129069622155112,198.02109507676929,3.837639089504538,0.12,4.58,0.0,0.165,3.02,0.007,0.0
5.991371081542708,186.7226312289011,4.539371149738408,0.73,4.65,0.0,0.129,7.79,0.007,0.0
9.723377230792792,190.8974211219,4.0720633529651895,0.35,3.9,0.0,0.198,8.36,0.002,0.0
7.736312841132024,225.0631027760772,3.700916676376548,0.63,5.3,0.0,0.177,16.06,0.004,0.0
6.71579947892659,193.16250085071707,4.999752022622454,0.11,1.84,0.0,0.088,17.2,0.006,0.0
7.966762553436026,163.92724187974397,4.816347767394934,0.49,7.5,0.0,0.169,10.61,0.009,0.0
8.242558635342093,155.61611241226024,3.5294272368553408,0.13,7.55,0.0,0.141,5.15,0.006,0.0
6.539546127935385,215.44520444495868,4.076403287338456,0.14,8.22,0.0,0.033,3.7,0.001,0.0
6.785384060224329,216.6470681839032,4.677920641099911,0.26,6.85,0.0,0.12,18.3,0.01,0.0
7.007974587155316,248.90471157708896,4.628974863583534,0.04,2.03,0.0,0.124,1.71,0.003,0.0
7.740383939415849,179.30238137361476,3.0133608396173157,0.3,2.98,0.0,0.094,5.95,0.005,0.0
7.918087079178242,175.33723954254043,4.640043009571169,0.24,1.01,0.0,0.124,16.12,0.0,0.0
5.772769697849313,186.06060347906904,4.154685423680439,0.39,2.36,0.0,0.099,17.43,0.006,0.0
7.571684493181063,173.00833849223753,3.920287688012938,0.79,0.86,0.0,0.107,6.98,0.002,0.0
8.733525329569868,203.39613019500507,3.149201800222124,0.71,6.52,0.0,0.001,17.94,0.009,0.0
6.917858355091138,200.7055053333032,5.544167317192912,0.38,1.96,0.0,0.001,2.56,0.008,0.0
8.512780908859234,157.66691751062706,4.026622093912992,0.6,3.44,0.0,0.001,6.3,0.006,0.0
6.539115261496296,218.61969925707663,4.21167195883605,0.78,2.71,0.0,0.001,7.17,0.001,0.0
7.036752103833548,228.75681900556123,5.53747584049303,0.43,7.25,0.0,0.001,19.56,0.002,0.0
8.227083130096286,274.351886995951,3.619181847561858,0.37,7.75,0.0,0.001,15.23,0.005,0.0
7.274198050602535,156.11082919985324,3.1527627940382823,0.59,0.64,0.0,0.001,13.57,0.006,0.0
7.118980168364626,160.9626028404417,5.349210585555077,0.16,2.04,0.0,0.001,3.11,0.008,0.0
7.036752103833548,163.40981923744118,3.574605162201768,0.45,5.1,0.0,0.001,14.38,0.006,0.0
5.941942536401314,249.1635668787835,4.302179284726438,0.78,4.3,0.0,0.001,7.41,0.008,0.0
7.278910903182803,135.25927247295698,4.201577246628757,0.64,3.14,0.0,0.001,12.7,0.005,0.0
7.44518902590451,150.77572348289786,2.745803764968096,0.36,0.68,0.0,0.001,15.08,0.006,0.0
6.442496436487848,183.07135490630264,2.8910188785912547,0.15,5.06,0.0,0.001,19.12,0.001,0.0
7.036752103833548,190.877469783772,4.989876167610412,0.92,6.59,0.0,0.001,19.81,0.0,0.0
6.919726155212071,194.8589998924054,4.120827880347175,0.51,0.0,0.0,0.001,18.57,0.001,0.0
6.472371049680761,164.768901465965,4.134575196718209,0.58,2.77,0.0,0.001,4.8,0.0,1.0
8.251217779681046,167.38535324121165,3.495062986026916,0.87,3.44,0.0,0.001,3.26,0.008,0.0
7.036752103833548,191.66518320342715,4.600663396060018,0.82,4.65,0.0,0.001,16.19,0.003,0.0
6.707108205835426,211.08650294582856,2.640246412985256,0.4,2.46,0.0,0.001,17.45,0.008,0.0
7.240194470415268,154.13757916696062,3.3628217632499267,0.13,3.22,0.0,0.001,1.17,0.008,0.0
6.528490775347884,184.42915953995757,4.585971676210264,0.82,6.3,0.0,0.001,12.55,0.009,0.0
7.031839173708415,175.46586046062788,2.725564949076888,0.09,2.47,0.0,0.001,4.0,0.009,0.0
7.4943911014551485,205.1907066871564,3.579651838079742,0.83,8.28,0.0,0.001,17.46,0.008,0.0
6.957433637931853,214.38013896465355,4.892050440191023,0.16,3.57,0.0,0.001,11.67,0.004,0.0
7.036752103833548,179.40816823247064,3.32738442877916,0.57,5.21,0.0,0.001,13.58,0.005,0.0
6.9623245949195365,205.18301983822863,4.526768327029911,0.23,0.32,0.99,0.001,3.29,0.003,0.0
6.509621638211163,197.75950261019196,3.802819638132032,0.35,5.36,0.01,0.001,11.27,0.006,0.0
8.069297892811402,191.0041071514581,3.021381555454751,0.62,1.87,0.42,0.001,4.01,0.005,0.0
7.213375388220339,213.76717628484647,3.4534388764574366,0.36,4.06,0.15,0.001,13.56,0.009,0.0
6.790838199257259,271.60121237018745,3.438279838827972,0.55,6.72,0.59,0.001,10.58,0.009,0.0
6.975209177557351,175.42103940460692,5.256483549715023,0.72,2.6,0.68,0.001,8.31,0.008,0.0
7.422225264350398,203.3233078947161,4.486512692528834,0.08,4.09,0.27,0.152,14.32,0.008,0.0
6.505065806504937,226.41960935560692,2.890998522404099,1.02,0.33,0.42,0.103,2.28,0.001,0.0
6.617862257193747,174.28056626124524,4.6013511981931385,0.04,1.77,0.47,0.17,18.55,0.003,0.0
6.769769338622252,178.3317527085839,3.846611900914847,0.81,3.24,0.13,0.102,16.13,0.009,0.0
6.341751223983171,139.9594710306098,4.01901054979541,0.6,3.41,0.8,0.121,2.86,0.001,0.0
7.058866081279625,191.54840067332157,3.93733418398454,0.06,3.72,0.02,0.004,17.17,0.007,0.0
7.53928739507425,258.49007575555623,5.427372664623769,0.07,2.16,0.69,0.104,9.24,0.004,0.0
7.036752103833548,163.1672501252409,4.645691670402503,0.03,3.41,0.29,0.198,8.12,0.01,0.0
7.490807653925485,198.9665123195353,3.716367554767152,0.48,4.69,0.11,0.131,19.75,0.007,0.0
6.037428193759539,227.03399369193497,3.59421736385624,0.28,2.45,0.9,0.024,14.37,0.008,0.0
7.036752103833548,158.6952089156538,3.392134168351501,0.43,5.83,0.98,0.002,7.46,0.001,0.0
6.706695161498074,232.92659800920364,4.371882444533677,0.43,6.23,0.21,0.03,7.58,0.005,0.0
7.036752103833548,156.3881195304711,4.709676028114963,0.89,6.08,0.84,0.188,17.5,0.001,0.0
7.036752103833548,186.36554945989357,4.116263245209827,0.24,5.64,0.62,0.05,19.6,0.001,1.0
6.758851697206596,218.15347702100297,3.639971875965876,0.62,3.48,0.94,0.093,7.97,0.007,0.0
7.486780879606536,151.20259145339887,2.7484287971608525,0.32,4.77,0.94,0.151,8.74,0.0,0.0
6.904121373223552,228.9604179005877,4.141819203370412,0.89,6.77,0.73,0.104,4.68,0.009,0.0
7.036752103833548,155.26260891944585,2.8465011985982662,0.21,5.99,0.52,0.185,18.3,0.009,0.0
7.3489371420594365,267.6552225456934,4.725746456238614,0.73,6.7,1.0,0.092,7.14,0.002,0.0
7.846057926337261,224.05887682392927,2.487968647002356,0.41,0.76,0.1,0.197,18.99,0.008,0.0
7.036752103833548,229.6206162661838,3.1137643063071057,0.31,2.25,0.01,0.041,12.4,0.008,0.0
6.1798098000471855,248.83326298226547,3.704324220484782,0.41,0.59,0.71,0.005,1.23,0.006,0.0
6.755669308054412,209.3620748431515,3.9595176374849546,0.08,6.35,0.84,0.028,12.21,0.003,0.0
7.036752103833548,213.65229338381533,4.312289707883561,0.91,6.13,0.37,0.148,18.18,0.002,1.0
7.266598792423617,98.45293050958628,4.952733208187274,0.81,4.92,0.54,0.197,1.6,0.007,0.0
8.218171065854822,116.06195043863976,4.24644617230064,0.19,3.61,0.89,0.052,5.73,0.003,0.0
6.980061938695879,164.12718036682455,3.969463254406426,0.05,6.37,0.63,0.106,18.35,0.01,0.0
6.381978996412815,235.94511024999585,3.299047219076856,0.44,3.61,0.09,0.043,16.86,0.0,0.0
6.648005459996722,191.84180146168097,3.829783554180682,0.33,2.15,0.48,0.072,13.56,0.005,0.0
5.899936566709943,205.91378641281185,3.8589788145579176,0.9,2.72,0.14,0.072,2.15,0.01,0.0
7.260904363269189,189.077961960958,4.383823385030879,0.51,6.51,0.82,0.097,3.91,0.01,0.0
5.575920648115463,223.37400729842057,4.29444755906491,0.6,3.5,0.14,0.151,15.28,0.006,0.0
5.4674012550751785,197.02892616332483,3.7178227183596775,0.51,3.42,0.55,0.1,4.32,0.007,0.0
6.09001605715742,216.7362319075029,2.9435217121887867,0.92,8.33,0.54,0.048,5.38,0.0,0.0
8.205447052623702,145.79731742174187,3.7399216697331688,0.51,7.33,0.62,0.09,18.4,0.002,0.0
7.670505864185263,123.33664392409086,3.933826460461319,0.11,3.89,0.61,0.131,18.33,0.003,0.0
6.791097166019485,209.1281632690479,3.0840397616728685,0.82,3.56,0.55,0.073,16.83,0.006,0.0
6.006769481080511,226.87409855898463,4.034754809022699,0.69,7.18,0.13,0.121,5.44,0.003,1.0
